"","DPR_std","OCR_std","GSR_std","Player","Squad","Comp","Pos","Cluster","Min_Playing_Time","Overall_Rating"
"163",0.627682097195908,0.10664693959266,0.052477310958455,"Jay Idzes","Venezia","Serie A","DF",2,3127,0.294477899091965
"164",0.42150504748434,0.357691938896677,0.0914097994584477,"Adam Masina","Torino","Serie A","DF",2,1919,0.294309576862016
"165",0.74142677702648,0,0.00179360592314221,"Ardian Ismajli","Empoli","Serie A","DF",2,2508,0.293523935710813
"166",0.222848081562351,0.570939079582377,0.18694978041711,"Adam Obert","Cagliari","Serie A","DF",1,1077,0.293197323820276
"167",0.0966058078446422,0.321835022964878,0.390311322752046,"Gianluca Caprari","Monza","Serie A","MF,FW",1,1651,0.29159736435431
"168",0.0940382786798314,0.249027600224099,0.428738957805155,"Albert Guðmundsson","Fiorentina","Serie A","FW,MF",1,1273,0.290752243377904
"169",0.286782388864621,0.126192827259895,0.380512553896227,"Michael Svoboda","Venezia","Serie A","DF",1,1314,0.290721685052656
"170",0.224408942945752,0.222760020196971,0.365502554361094,"Alejandro Jiménez","Milan","Serie A","DF,FW",1,1266,0.290538360504445
"171",0.452276378559008,0.301824699676445,0.0860991954078733,"Frederic Guilbert","Lecce","Serie A","DF",2,2435,0.289492568543666
"172",0.14305101337797,0.221136390950246,0.408628333716687,"Manuel Lazzari","Lazio","Serie A","DF",1,1406,0.287882125882601
"173",0.224426515414221,0.331446939844576,0.301759282265183,"Jurgen Ekkelenkamp","Udinese","Serie A","MF",1,1892,0.287732454877437
"174",0.102119116876376,0.237930980505561,0.423111634854392,"Giacomo Raspadori","Napoli","Serie A","FW,MF",1,1103,0.287559490524027
"175",0.208414466595606,0.301737437120123,0.326296840137778,"Jordan Zemura","Udinese","Serie A","DF",1,1415,0.287410023194047
"176",0.131869924335962,0.410304490345944,0.310857679563736,"Roberto Piccoli","Cagliari","Serie A","FW",1,3127,0.286098658552287
"177",0.361378864568605,0.139356298088771,0.31518072037397,"Adam Marušić","Lazio","Serie A","DF",2,2337,0.285572331956527
"178",0.334460421519193,0.18257188167105,0.310793528584449,"Carlos Augusto","Inter","Serie A","DF",2,1691,0.285241166196437
"179",0.131474044089324,0.427280434557435,0.298889115890618,"Lucas Beltrán","Fiorentina","Serie A","FW,MF",1,1953,0.284600623251772
"180",0.0601326601126012,0.229817078696012,0.444202863233579,"Yann Karamoh","Torino","Serie A","MF,FW",1,1046,0.283815004059982
"181",0.108525752240714,0.330317863678756,0.35958849676599,"Che Adams","Torino","Serie A","FW",1,2652,0.28254422299688
"182",0.0756632768809151,0.395196855729822,0.34128400365578,"Amin Sarr","Hellas Verona","Serie A","FW",1,1907,0.281055123334883
"183",0.209648294923923,0.219309167564151,0.355667679769678,"Matteo Darmian","Inter","Serie A","DF",1,1781,0.280936612665363
"184",0.389296062921835,0.299034560008241,0.135673674157287,"Manu Koné","Roma","Serie A","MF",2,2572,0.280344236628938
"185",0.205769095392324,0.202935936299657,0.363325117023343,"Jens Odgaard","Bologna","Serie A","MF,FW",1,1952,0.279365616260551
"186",0.20579906055322,0.218390105045013,0.354473968736552,"Leonardo Spinazzola","Napoli","Serie A","DF,FW",1,1517,0.279074487501675
"187",0.063860369856071,0.32077445852426,0.382560655939085,"Nicolas Viola","Cagliari","Serie A","FW,MF",1,1267,0.278584617733783
"188",0.213887236694473,0.294785315706938,0.30349922734587,"Domagoj Bradarić","Hellas Verona","Serie A","DF",1,1933,0.276434462293155
"189",0.193851502581064,0.279648021640492,0.320837447237047,"Alessio Zerbin","Venezia","Serie A","DF",1,1518,0.275253336388006
"190",0.135281431720273,0.340385398542368,0.321237649879642,"Vitinha","Genoa","Serie A","FW,MF",1,1328,0.27440987216507
"191",0.36844244268055,0.295766880000664,0.140529260700435,"Strahinja Pavlović","Milan","Serie A","DF",2,1864,0.272831271571952
"192",0.299637090016027,0.357519795848472,0.171399430573514,"Simon Sohm","Parma","Serie A","MF",2,2989,0.272727554296708
"193",0.2274646852081,0.171923652787922,0.352600932527134,"Antoine Hainaut","Parma","Serie A","DF,FW",1,1206,0.272555452178492
"194",0.077338438902479,0.294039700557838,0.374010500969699,"Casper Tengstedt","Hellas Verona","Serie A","FW",1,1517,0.271590801790198
"195",0.110273573751411,0.260766990517316,0.369035367787214,"Arthur Atta","Udinese","Serie A","MF,FW",1,1251,0.270045787384216
"196",0.261686513760555,0.190501567190112,0.317171742698437,"Nicolò Savona","Juventus","Serie A","DF",1,1724,0.270005795911767
